case,snapshot_type,snapshot_label,distance,mean_value,count
stoch_sparse,fixed_episode,3000,1,0.9578863561190563,100
stoch_sparse,fixed_episode,3000,2,0.917843948616,100
stoch_sparse,fixed_episode,3000,3,0.8840590292134017,100
stoch_sparse,fixed_episode,3000,4,0.8543375291388478,100
stoch_sparse,fixed_episode,3000,5,0.8261966885995883,100
stoch_sparse,fixed_episode,3000,6,0.8004234293316184,100
stoch_sparse,fixed_episode,3000,7,0.7784670571531982,100
stoch_sparse,fixed_episode,3000,8,0.7652287346615291,100
stoch_sparse,fixed_episode,3000,9,0.7517044607477062,100
stoch_sparse,fixed_episode,3000,10,0.7380666579114213,100
stoch_sparse,fixed_episode,3000,11,0.7248705224531398,100
stoch_sparse,fixed_episode,3000,12,0.7120642099447503,100
stoch_sparse,fixed_episode,3000,13,0.7006126870196412,100
stoch_sparse,fixed_episode,3000,14,0.6910241883330435,100
stoch_sparse,fixed_episode,10000,0,0.0,100
stoch_sparse,fixed_episode,10000,1,0.9544628805289261,100
stoch_sparse,fixed_episode,10000,2,0.9129232337867093,100
stoch_sparse,fixed_episode,10000,3,0.877062603445169,100
stoch_sparse,fixed_episode,10000,4,0.8461557980366416,100
stoch_sparse,fixed_episode,10000,5,0.8172158422815956,100
stoch_sparse,fixed_episode,10000,6,0.7904226138390422,100
stoch_sparse,fixed_episode,10000,7,0.7668863866940968,100
stoch_sparse,fixed_episode,10000,8,0.7526130653373952,100
stoch_sparse,fixed_episode,10000,9,0.7387114616578624,100
stoch_sparse,fixed_episode,10000,10,0.7249598790962694,100
stoch_sparse,fixed_episode,10000,11,0.711929401815083,100
stoch_sparse,fixed_episode,10000,12,0.6995351529643258,100
stoch_sparse,fixed_episode,10000,13,0.6881495374023765,100
stoch_sparse,fixed_episode,10000,14,0.6784378243482483,100
stoch_sparse,fixed_episode,30000,0,0.0,100
stoch_sparse,fixed_episode,30000,1,0.953949746961047,100
stoch_sparse,fixed_episode,30000,2,0.9094087174784747,100
stoch_sparse,fixed_episode,30000,3,0.8734396908564026,100
stoch_sparse,fixed_episode,30000,4,0.8408876252094458,100
stoch_sparse,fixed_episode,30000,5,0.8112214257912221,100
stoch_sparse,fixed_episode,30000,6,0.7830285002800798,100
stoch_sparse,fixed_episode,30000,7,0.758599962337429,100
stoch_sparse,fixed_episode,30000,8,0.7437080807289929,100
stoch_sparse,fixed_episode,30000,9,0.7290882818682949,100
stoch_sparse,fixed_episode,30000,10,0.7151671428649994,100
stoch_sparse,fixed_episode,30000,11,0.7019551697866556,100
stoch_sparse,fixed_episode,30000,12,0.6896265456133085,100
stoch_sparse,fixed_episode,30000,13,0.6784816013861513,100
stoch_sparse,fixed_episode,30000,14,0.6688536032188753,100
stoch_sparse,event_based,first_success,0,0.0,100
stoch_sparse,event_based,first_success,1,0.049999999999999996,100
stoch_sparse,event_based,first_success,2,0.0,100
stoch_sparse,event_based,first_success,3,0.0,100
stoch_sparse,event_based,first_success,4,0.0,100
stoch_sparse,event_based,first_success,5,0.0,100
stoch_sparse,event_based,first_success,6,0.0,100
stoch_sparse,event_based,first_success,7,0.0,100
stoch_sparse,event_based,first_success,8,0.0,100
stoch_sparse,event_based,first_success,9,0.0,100
stoch_sparse,event_based,first_success,10,0.0,100
stoch_sparse,event_based,first_success,11,0.0,100
stoch_sparse,event_based,first_success,12,0.0,100
stoch_sparse,event_based,first_success,13,0.0,100
stoch_sparse,event_based,first_success,14,0.0,100
stoch_sparse,event_based,first_success_plus_50,0,0.0,100
stoch_sparse,event_based,first_success_plus_50,1,0.37007027597958947,100
stoch_sparse,event_based,first_success_plus_50,2,0.134743236188266,100
stoch_sparse,event_based,first_success_plus_50,3,0.04707873562052699,100
stoch_sparse,event_based,first_success_plus_50,4,0.01620893720879333,100
stoch_sparse,event_based,first_success_plus_50,5,0.005419709814140201,100
stoch_sparse,event_based,first_success_plus_50,6,0.0017459878925503733,100
stoch_sparse,event_based,first_success_plus_50,7,0.0005508663976404888,100
stoch_sparse,event_based,first_success_plus_50,8,0.00020934423131306542,100
stoch_sparse,event_based,first_success_plus_50,9,7.63083521843481e-05,100
stoch_sparse,event_based,first_success_plus_50,10,2.8110601942225838e-05,100
stoch_sparse,event_based,first_success_plus_50,11,1.0555706177237854e-05,100
stoch_sparse,event_based,first_success_plus_50,12,4.02755465207206e-06,100
stoch_sparse,event_based,first_success_plus_50,13,1.622286537534531e-06,100
stoch_sparse,event_based,first_success_plus_50,14,7.701126428463481e-07,100
stoch_sparse,event_based,first_success_plus_100,0,0.0,100
stoch_sparse,event_based,first_success_plus_100,1,0.5245618201306127,100
stoch_sparse,event_based,first_success_plus_100,2,0.28120065961966634,100
stoch_sparse,event_based,first_success_plus_100,3,0.14369274392860673,100
stoch_sparse,event_based,first_success_plus_100,4,0.07182225628323521,100
stoch_sparse,event_based,first_success_plus_100,5,0.03497892409373584,100
stoch_sparse,event_based,first_success_plus_100,6,0.016618451150333453,100
stoch_sparse,event_based,first_success_plus_100,7,0.007764748676422491,100
stoch_sparse,event_based,first_success_plus_100,8,0.004360345117860949,100
stoch_sparse,event_based,first_success_plus_100,9,0.002396712895666637,100
stoch_sparse,event_based,first_success_plus_100,10,0.0013159944413968672,100
stoch_sparse,event_based,first_success_plus_100,11,0.0007371677795667505,100
stoch_sparse,event_based,first_success_plus_100,12,0.00042683585009880903,100
stoch_sparse,event_based,first_success_plus_100,13,0.0002589052355859207,100
stoch_sparse,event_based,first_success_plus_100,14,0.0001737902851893445,100
stoch_dense,fixed_episode,0,0,0.0,100
stoch_dense,fixed_episode,0,1,0.0,100
stoch_dense,fixed_episode,0,2,0.0,100
stoch_dense,fixed_episode,0,3,0.0,100
stoch_dense,fixed_episode,0,4,0.0,100
stoch_dense,fixed_episode,0,5,0.0,100
stoch_dense,fixed_episode,0,6,0.0,100
stoch_dense,fixed_episode,0,7,0.0,100
stoch_dense,fixed_episode,0,8,0.0,100
stoch_dense,fixed_episode,0,9,0.0,100
stoch_dense,fixed_episode,0,10,0.0,100
stoch_dense,fixed_episode,0,11,0.0,100
stoch_dense,fixed_episode,0,12,0.0,100
stoch_dense,fixed_episode,0,13,0.0,100
stoch_dense,fixed_episode,0,14,0.0,100
stoch_dense,fixed_episode,100,0,0.0,100
stoch_dense,fixed_episode,100,1,0.5222156970654082,100
stoch_dense,fixed_episode,100,2,0.2813753038075157,100
stoch_dense,fixed_episode,100,3,0.1526753452307306,100
stoch_dense,fixed_episode,100,4,0.08751221645312834,100
stoch_dense,fixed_episode,100,5,0.05611566104299708,100
stoch_dense,fixed_episode,100,6,0.0429446087052603,100
stoch_dense,fixed_episode,100,7,0.04020915387429635,100
stoch_dense,fixed_episode,100,8,0.045149340710722186,100
stoch_dense,fixed_episode,100,9,0.05062008204327359,100
stoch_dense,fixed_episode,100,10,0.05704833097996935,100
stoch_dense,fixed_episode,100,11,0.06469014081093356,100
stoch_dense,fixed_episode,100,12,0.0734984871632558,100
stoch_dense,fixed_episode,100,13,0.08381258837364391,100
stoch_dense,fixed_episode,100,14,0.09583687064118422,100
stoch_dense,fixed_episode,500,0,0.0,100
stoch_dense,fixed_episode,500,1,0.9082092599722675,100
stoch_dense,fixed_episode,500,2,0.8276759990668702,100
stoch_dense,fixed_episode,500,3,0.7567694333746631,100
stoch_dense,fixed_episode,500,4,0.6913982736692749,100
stoch_dense,fixed_episode,500,5,0.6316903083807036,100
stoch_dense,fixed_episode,500,6,0.5775007828287622,100
stoch_dense,fixed_episode,500,7,0.5297488774738914,100
stoch_dense,fixed_episode,500,8,0.5123901809086292,100
stoch_dense,fixed_episode,500,9,0.49624115405369,100
stoch_dense,fixed_episode,500,10,0.4818562212238522,100
